keyword,frequency,avg_rank,categories,avg_rating,avg_reviews,category_count,total_rank
complete,11,19.2,['Pet Care'],4.37,10517.0,1,
balanced,11,19.2,['Pet Care'],4.37,10517.0,1,
kills germs,11,11.5,"['Household Cleaners', 'Toilet Cleaners']",4.3,27533.0,2,16.3
india's,11,19.2,"['Household Cleaners', 'Toilet Cleaners']",4.45,26428.0,2,36.3
fortune,11,12.4,['Food'],4.41,20284.0,1,
iphone,10,17.4,['Electronics'],4.24,11319.0,1,
with mic,10,17.2,"['Toys', 'Electronics']",3.95,92476.0,2,25.7
cover,10,17.7,"['Kitchen', 'Electronics']",4.22,13214.0,2,32.9
series,10,7.8,"['Books', 'Electronics']",4.28,8127.0,2,17.0
led,10,16.0,"['Kitchen', 'Electronics']",4.12,13118.0,2,25.0
hours,10,10.3,"['Books', 'Sun Care', 'Electronics']",4.23,26335.0,3,24.3
plated,10,17.6,['Jewellery'],3.98,2166.0,1,
gold plated,10,17.6,['Jewellery'],3.98,2166.0,1,
earrings,10,17.7,['Jewellery'],4.1,894.0,1,
and women,10,12.0,"['Skincare', 'Jewellery', 'Clothing Women']",4.0,4749.0,3,31.0
hair colour,10,11.5,"['Beauty', 'Hair Care']",4.05,10395.0,2,26.7
parachute,10,14.5,"['Beauty', 'Hair Care']",4.35,38940.0,2,29.7
up to,10,4.0,"['Beauty', 'Hair Care', 'Clothing Women', 'Sun Care']",4.23,9011.0,4,13.5
exfoliating,10,25.3,"['Beauty', 'Skincare', 'Body Care']",4.13,6409.0,3,37.3
for glowing,10,13.0,"['Beauty', 'Skincare', 'Body Care']",4.0,24300.0,3,22.2
cooktop,10,14.7,['Kitchen'],3.56,18670.0,1,
warranty,10,12.5,['Kitchen'],4.14,18222.0,1,
air,10,21.7,"['Toilet Cleaners', 'Kitchen']",4.22,16572.0,2,40.7
easy,10,18.7,"['Books', 'Toys', 'Toilet Cleaners', 'Kitchen']",4.07,22568.0,4,32.7
books for,10,13.8,['Books'],4.43,19974.0,1,
fun,10,15.8,"['Books', 'Toys']",4.45,3208.0,2,32.1
old,10,19.2,"['Books', 'Toys']",4.47,2466.0,2,31.9
rich,10,12.7,"['Books', 'Pet Care', 'Food']",4.5,24621.0,3,25.5
length socks,10,10.9,['Clothing Women'],4.13,5563.0,1,
hair types,10,16.0,['Hair Care'],4.24,12812.0,1,
types ml,10,21.2,"['Hair Care', 'Sun Care', 'Body Care']",4.24,5222.0,3,30.9
rice,10,16.8,"['Skincare', 'Hair Care', 'Food']",4.3,3431.0,3,25.3
dark,10,21.0,"['Skincare', 'Body Care']",4.12,13000.0,2,34.5
sunscreen lotion,10,9.8,['Sun Care'],4.12,818.0,1,
sun protection,10,15.2,['Sun Care'],4.13,200.0,1,
drools,10,19.3,['Pet Care'],4.22,8247.0,1,
foaming,10,7.0,"['Household Cleaners', 'Toilet Cleaners']",4.0,8683.0,2,19.9
may,10,11.0,['Food'],4.38,18211.0,1,
vary,10,11.0,['Food'],4.38,18211.0,1,
weight may,10,11.0,['Food'],4.38,18211.0,1,
may vary,10,11.0,['Food'],4.38,18211.0,1,
whole,10,17.4,['Food'],4.42,9948.0,1,
atta,10,20.4,['Food'],4.42,23114.0,1,
buds,9,14.8,['Electronics'],4.04,27166.0,1,
mobile,9,20.6,['Electronics'],4.05,10965.0,1,
hrs,9,16.2,['Electronics'],4.08,60567.0,1,
inch,9,20.2,"['Toys', 'Electronics']",4.05,14916.0,2,42.9
bangle,9,11.7,['Jewellery'],3.71,1938.0,1,
pendant,9,15.7,['Jewellery'],3.97,661.0,1,
latest stylish,9,18.6,['Jewellery'],3.94,1249.0,1,
women and,9,19.6,['Jewellery'],4.03,968.0,1,
indian,9,11.0,"['Books', 'Jewellery', 'Kitchen']",4.13,143.0,3,28.5
toddlers,9,13.5,"['Books', 'Jewellery', 'Toys']",4.3,1108.0,3,27.8
al paris,9,11.5,"['Beauty', 'Hair Care']",4.25,15660.0,2,24.1
cetaphil,9,12.2,"['Beauty', 'Skincare', 'Sun Care']",4.25,20456.0,3,13.7
soap for,9,19.0,"['Beauty', 'Skincare', 'Body Care']",4.27,22502.0,3,31.3
l'or,9,16.0,"['Beauty', 'Hair Care']",4.2,17142.0,2,30.8
l'or al,9,16.0,"['Beauty', 'Hair Care']",4.2,17142.0,2,30.8
matte,9,12.3,"['Beauty', 'Sun Care']",4.27,20471.0,2,25.6
in-vivo tested,9,13.7,"['Beauty', 'Skincare']",4.17,10359.0,2,29.0
women ml,9,17.3,"['Beauty', 'Skincare', 'Hair Care']",4.1,20292.0,3,29.8
skin with,9,20.0,"['Beauty', 'Skincare', 'Body Care']",4.27,30244.0,3,39.7
hair color,9,20.7,"['Beauty', 'Hair Care']",4.07,26491.0,2,34.0
blue light,9,11.0,"['Beauty', 'Skincare', 'Sun Care']",4.2,24044.0,3,24.2
light protection,9,11.0,"['Beauty', 'Skincare', 'Sun Care']",4.2,24044.0,3,24.2
induction,9,14.8,['Kitchen'],3.67,23029.0,1,
auto,9,13.3,"['Clothing Women', 'Kitchen']",3.41,36485.0,2,23.3
inches,9,14.0,"['Clothing Women', 'Kitchen']",4.33,30944.0,2,28.7
medium,9,14.6,"['Books', 'Kitchen']",4.32,56414.0,2,30.799999999999997
touch,9,19.0,"['Sun Care', 'Kitchen']",3.62,11321.0,2,37.2
amazon brand,9,5.0,"['Household Cleaners', 'Kitchen']",4.4,36837.0,2,15.9
brand presto,9,5.0,"['Household Cleaners', 'Kitchen']",4.4,36837.0,2,15.9
machine,9,7.5,"['Household Cleaners', 'Kitchen']",4.0,11964.0,2,21.4
book for,9,17.1,['Books'],4.37,2244.0,1,
children,9,16.3,"['Books', 'Toys']",4.47,4909.0,2,35.0
magic,9,25.6,"['Skincare', 'Books', 'Toilet Cleaners']",4.16,6331.0,3,42.6
rechargeable,9,16.8,['Toys'],3.89,3310.0,1,
caps,9,19.6,['Clothing Women'],4.01,1080.0,1,
casual,9,16.8,['Clothing Women'],4.03,4009.0,1,
spray for,9,17.3,"['Hair Care', 'Household Cleaners']",4.18,1899.0,2,39.0
underarm,9,10.2,"['Skincare', 'Body Care']",4.3,36708.0,2,30.0
ceramides,9,18.0,"['Skincare', 'Sun Care', 'Body Care']",4.23,10618.0,3,34.7
skin ml,9,13.7,"['Skincare', 'Sun Care', 'Body Care']",4.33,14288.0,3,33.5
spots,9,16.3,"['Skincare', 'Body Care']",4.03,20618.0,2,33.6
sunscreen for,9,13.5,"['Skincare', 'Sun Care']",4.2,11824.0,2,24.5
resistant,9,11.6,['Sun Care'],4.03,526.0,1,
milk,9,8.0,"['Sun Care', 'Food', 'Body Care']",4.2,5190.0,3,30.3
zero,9,13.5,"['Household Cleaners', 'Sun Care', 'Food']",4.1,622.0,3,35.8
better,9,7.0,"['Pet Care', 'Body Care']",4.5,73799.0,2,25.6
adult dry,9,10.7,['Pet Care'],4.28,10400.0,1,
complete balanced,9,17.1,['Pet Care'],4.42,12362.0,1,
puppy,9,16.8,['Pet Care'],4.2,8912.0,1,
real,9,16.7,"['Pet Care', 'Food']",4.21,12716.0,2,38.2
tiles,9,14.4,['Household Cleaners'],4.01,3141.0,1,
citrus,9,14.2,"['Household Cleaners', 'Toilet Cleaners']",4.38,25569.0,2,40.2
lemon,9,15.2,"['Household Cleaners', 'Toilet Cleaners']",4.4,11056.0,2,37.2
safe,9,18.2,"['Household Cleaners', 'Toilet Cleaners']",4.28,13752.0,2,41.2
harpic disinfectant,9,12.3,"['Household Cleaners', 'Toilet Cleaners']",4.4,46018.0,2,24.5
powerful,9,18.8,['Toilet Cleaners'],3.44,122.0,1,
bowl cleaner,9,19.8,['Toilet Cleaners'],4.09,388.0,1,
charge,8,11.2,['Electronics'],3.99,71181.0,1,
music,8,15.2,"['Toys', 'Electronics']",3.98,29492.0,2,34.2
modes,8,19.0,"['Kitchen', 'Electronics']",3.98,44378.0,2,37.5
portable,8,21.0,"['Kitchen', 'Toys', 'Electronics']",3.87,19852.0,3,26.0
pendant necklace,8,15.5,['Jewellery'],3.94,675.0,1,
gifts for,8,14.4,['Jewellery'],4.03,828.0,1,
transparent,8,7.7,"['Jewellery', 'Kitchen']",3.37,14.0,2,17.1
cute,8,19.7,"['Jewellery', 'Toys']",4.3,87.0,2,30.1
wash ml,8,10.0,"['Beauty', 'Skincare']",4.3,25604.0,2,22.2
cleanser,8,10.5,"['Beauty', 'Skincare']",4.22,22043.0,2,25.5
hyaluron,8,14.5,"['Beauty', 'Hair Care']",4.3,24177.0,2,26.0
refreshing,8,9.0,"['Beauty', 'Skincare', 'Body Care']",4.2,21426.0,3,23.7
brown,8,18.0,"['Beauty', 'Hair Care']",4.2,15273.0,2,28.2
bare,8,7.3,"['Beauty', 'Hair Care']",4.13,6282.0,2,19.1
anatomy,8,7.3,"['Beauty', 'Hair Care']",4.13,6282.0,2,19.1
bare anatomy,8,7.3,"['Beauty', 'Hair Care']",4.13,6282.0,2,19.1
coconut oil,8,16.0,"['Beauty', 'Hair Care']",4.4,29751.0,2,27.2
wash with,8,21.0,"['Beauty', 'Skincare']",4.1,6090.0,2,35.2
induction cooktop,8,14.6,['Kitchen'],3.57,23234.0,1,
king,8,18.4,['Kitchen'],4.17,27492.0,1,
wall,8,10.5,"['Household Cleaners', 'Kitchen']",4.1,10481.0,2,17.0
cooking,8,15.8,"['Kitchen', 'Food']",3.62,6117.0,2,26.8
automatic,8,12.0,"['Toilet Cleaners', 'Kitchen']",3.97,10134.0,2,33.2
wet,8,5.0,"['Pet Care', 'Kitchen']",4.4,36837.0,2,23.0
class,8,11.9,['Books'],4.47,5137.0,1,
practice,8,13.4,['Books'],4.36,1822.0,1,
ages,8,13.2,"['Books', 'Toys']",4.47,26427.0,2,25.2
years old,8,19.2,"['Books', 'Toys']",4.47,2466.0,2,33.7
science,8,14.0,"['Books', 'Toys', 'Hair Care']",4.5,823.0,3,24.5
toys for,8,12.6,['Toys'],4.12,7151.0,1,
for adult,8,9.0,"['Pet Care', 'Toys']",4.25,44833.0,2,27.0
socks pack,8,18.8,['Clothing Women'],4.12,4209.0,1,
serum for,8,20.0,"['Hair Care', 'Body Care']",4.27,17809.0,2,40.2
protein,8,16.7,"['Hair Care', 'Food']",4.2,28749.0,2,35.9
fades,8,20.0,"['Skincare', 'Body Care']",4.17,8972.0,2,29.8
for face,8,16.0,"['Skincare', 'Body Care']",4.33,20272.0,2,29.8
oily skin,8,19.3,"['Skincare', 'Sun Care']",4.3,11059.0,2,29.5
handwash,8,18.3,"['Skincare', 'Body Care']",4.47,59844.0,2,26.5
handwash refill,8,18.3,"['Skincare', 'Body Care']",4.47,59844.0,2,26.5
germ protection,8,18.3,"['Skincare', 'Body Care']",4.47,59844.0,2,29.1
very,8,16.3,"['Skincare', 'Sun Care']",4.4,36942.0,2,24.1
barrier repair,8,12.7,"['Skincare', 'Sun Care', 'Body Care']",4.3,9452.0,3,28.7
fish,8,14.6,['Pet Care'],4.3,8020.0,1,
treats,8,17.5,['Pet Care'],4.36,10400.0,1,
kg kg,8,11.4,['Pet Care'],4.16,13362.0,1,
free kg,8,12.0,['Pet Care'],4.16,15824.0,1,
stages,8,12.9,['Pet Care'],4.26,1588.0,1,
all life,8,12.9,['Pet Care'],4.26,1588.0,1,
life stages,8,12.9,['Pet Care'],4.26,1588.0,1,
pet,8,18.2,"['Pet Care', 'Food']",4.02,59413.0,2,25.5
washing,8,15.8,['Household Cleaners'],4.17,3842.0,1,
surface cleaner,8,17.5,['Household Cleaners'],4.3,13856.0,1,
removes tough,8,10.5,"['Household Cleaners', 'Toilet Cleaners']",4.15,5189.0,2,18.5
tough stains,8,14.8,"['Household Cleaners', 'Toilet Cleaners']",4.12,14974.0,2,22.8
dal,8,9.4,['Food'],4.45,15818.0,1,
tws,7,16.6,['Electronics'],4.0,27348.0,1,
ram,7,12.9,['Electronics'],4.16,2938.0,1,
gb ram,7,12.9,['Electronics'],4.16,2938.0,1,
ram gb,7,12.9,['Electronics'],4.16,2938.0,1,
gb storage,7,12.9,['Electronics'],4.16,2938.0,1,
gen,7,15.1,['Electronics'],4.13,15930.0,1,
boat,7,16.3,['Electronics'],3.93,101178.0,1,
output,7,17.0,['Electronics'],4.1,33677.0,1,
usb,7,17.2,"['Toys', 'Electronics']",4.25,19832.0,2,43.9
bag,7,20.0,"['Kitchen', 'Electronics']",4.13,21286.0,2,39.8
fancy,7,16.1,['Jewellery'],3.83,740.0,1,
accessories,7,14.7,['Jewellery'],4.34,381.0,1,
clips,7,16.1,['Jewellery'],4.42,367.0,1,
chain,7,22.3,['Jewellery'],4.06,592.0,1,
rose,7,19.8,"['Jewellery', 'Toilet Cleaners']",4.1,4607.0,2,39.1
return,7,16.7,"['Jewellery', 'Toys']",4.8,3.0,2,37.9
wash for,7,19.5,"['Beauty', 'Skincare']",4.12,16233.0,2,30.5
dandruff,7,14.0,"['Beauty', 'Hair Care']",4.1,16142.0,2,22.2
acid for,7,19.0,"['Beauty', 'Hair Care']",4.2,27246.0,2,36.0
dot,7,17.3,"['Beauty', 'Skincare']",4.27,11683.0,2,31.3
key,7,17.3,"['Beauty', 'Skincare']",4.27,11683.0,2,31.3
dot key,7,17.3,"['Beauty', 'Skincare']",4.27,11683.0,2,31.3
oil ml,7,17.3,"['Beauty', 'Hair Care']",4.33,16109.0,2,30.3
soaps for,7,1.0,"['Beauty', 'Skincare', 'Body Care']",3.9,27506.0,3,11.7
skin brightening,7,13.0,"['Beauty', 'Skincare', 'Body Care']",4.0,24300.0,3,17.3
cast broad,7,7.0,"['Beauty', 'Skincare', 'Sun Care']",4.15,33367.0,3,16.3
bed,7,21.3,['Kitchen'],4.19,27114.0,1,
fridge,7,9.7,['Kitchen'],4.2,8869.0,1,
electric,7,20.6,['Kitchen'],3.77,29846.0,1,
large,7,18.4,"['Toys', 'Kitchen']",4.26,12953.0,2,34.9
exam,7,12.9,['Books'],4.46,673.0,1,
arihant,7,17.7,['Books'],4.46,614.0,1,
exams,7,17.9,['Books'],4.47,557.0,1,
mind,7,18.9,['Books'],4.51,10220.0,1,
activity book,7,17.6,['Books'],4.46,1969.0,1,
based,7,17.2,"['Books', 'Toilet Cleaners']",4.46,381.0,2,36.7
numbers,7,7.0,"['Books', 'Toys']",4.5,45092.0,2,20.4
kit,7,14.4,['Toys'],4.13,9342.0,1,
made,7,16.0,"['Toys', 'Food']",3.9,5695.0,2,29.8
cotton socks,7,23.0,['Clothing Women'],4.03,7876.0,1,
formal,7,17.6,['Clothing Women'],3.99,3766.0,1,
winter,7,12.4,['Clothing Women'],4.29,4217.0,1,
men and,7,13.5,"['Skincare', 'Clothing Women']",4.0,7152.0,2,32.5
heat,7,16.6,['Hair Care'],4.1,27132.0,1,
fall control,7,19.4,['Hair Care'],4.2,31778.0,1,
organic,7,20.2,"['Hair Care', 'Toilet Cleaners']",4.08,14412.0,2,43.2
anti,7,22.0,"['Hair Care', 'Household Cleaners']",4.43,18756.0,2,32.5
deodorant,7,5.5,"['Skincare', 'Body Care']",4.25,40709.0,2,25.5
moisturizer for,7,15.8,"['Skincare', 'Body Care']",4.3,10305.0,2,29.1
kojic,7,12.3,"['Skincare', 'Body Care']",4.17,9982.0,2,25.5
alcohol,7,12.7,"['Skincare', 'Body Care']",4.3,30830.0,2,30.2
liquid handwash,7,18.3,"['Skincare', 'Body Care']",4.47,59844.0,2,27.8
gel spf,7,5.5,"['Skincare', 'Sun Care']",4.25,23070.0,2,19.7
high,7,5.2,"['Sun Care', 'Food']",4.16,1125.0,2,17.2
aloe,7,14.2,"['Sun Care', 'Body Care']",4.02,101.0,2,26.2
